Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
The Big Fix,1978,PG,Comedy Mystery Thriller ,"3,800,000 (estimated)","13,062,708","13,062,708","In Los Angeles, Moses Wine, who was part of the counter-culture of the late 1960s at UC-Berkeley, still has those radical feelings but no longer does anything about them. His wife Suzanne, who has transformed from a 1960s hippie to a 1970s new-ageist, divorced him when his law school background didn't materialize into the upper middle class liberal life she was expecting, she having sole custody of their two young sons, with Moses having visitation rights. Moses fell into work as a private investigator of the gumshoe variety, which usually doesn't cover his monthly child support payments. After not seeing her for ten years, Moses is contacted by Lila Shea, an old girlfriend from Berkeley, to do some investigative work on behalf of her boss, Sam Sebastian, the Southern California coordinator for the gubernatorial campaign of Congressman Miles Hawthorne. Lila felt Moses would be well suited to the job because of running within ""the"" crowd at Berkeley, even if only knowing the main players by name and reputation. Flyers have been circulating with a doctored photo of Hawthorne and Howard Eppis in a friendly embrace, Eppis who in the late 1960s was part of the California 4 - the other three being Michael and Wendy Linker, and Luis Vasquez - an anti-establishment group convicted of several counts related to their work against the government. While the Linkers are behind bars probably for the rest of their lives, Luis Vasquez is a free man working for the rights of Mexican laborers, while Eppis has been a fugitive ever since, the authorities who are still looking for him. The flyers, which contain extreme socialist rhetoric and an implication of Hawthorne welcoming Eppis' endorsement, have the potential to derail Hawthorne's campaign. Moses is tasked with finding out who is behind the flyers - the most obvious being the campaign of Hawthorne's competitor, Senator Dillworthy - and if it is indeed not Eppis, why they would have specifically used Eppis' name. Moses accepts the job despite not endorsing Hawthorne - or Dillworthy for that matter - he equating Hawthorne's excitement factor to watching paint dry. The further Moses and Lila get into the investigation, the number of unanswered questions they have grows, and the more people who were associated with Eppis at the time cannot be located, including Oscar Procari, Jr., who funded the California 4's defense probably to spite his industrialist father. With the many trails, Moses and Lila still believe finding Eppis would answer many questions. All the while, Moses tries to rekindle a relationship with Lila. The investigation ends up having a change of focus with the potential for deadly violence on multiple levels and when incidents makes it personal to Moses.",beer margarita marijuana bourbon whiskey ex boyfriend ex girlfriend relationship 81 more ,60
The Water Babies,1978,,Animation Adventure Family Fantasy Musical ,,,,"This story is about a 12-year-old boy who discovers a complex underwater world where young children are held prisoner by an evil shark and an eel. Before he can return to the surface and clear his name, however, he must help the Water Babies leave their enclosed lake and reach the free waters of the ocean.",underwater scene shark eel ocean part animation 27 more ,60
The Green Room,1978,PG,Drama ,Non,509,509,"A French little town, at the end of the twenties. Julien Davenne is a journalist whose wife Julie died a decade ago. He gathered in the green room all Julie's objects. When a fire destroys the room, he renovates a little chapel and devotes it to Julie and his other dead persons.",death death obsession reference to oscar wilde reference to marcel proust based on short story 34 more ,60
Oliver's Story,1978,PG,Drama Romance ,,,,"It's been eighteen months since lawyer Oliver Barrett IV's wife, Jenny Barrett née Cavilleri, his college sweetheart and the love of his life, died at age twenty-five from leukemia. To cope, Oliver has immersed himself in work, especially in a pet project to assist low income tenants in a lower east side Manhattan housing project take control of the building's renovation by investing their ""sweat"" as equity, but has otherwise retreated from the world. Those that love him, including Jenny's father, Phil Cavilleri, want him to move on emotionally from Jenny's death to be able to open himself up to love again. A secret set-up by some friends shows Oliver that he at least has to address his emotional distress by regular therapy sessions. In doing so, he is able to approach a woman to who he is attracted, divorced Marcie Nash, an employee at upscale Bonwit Teller. Both Oliver and Marcie are cautious in opening up fully about their lives, Oliver about Jenny, and Marcie about the fact that she works professionally under her maiden name ""Bonwit"", her current role in the company not as an ""employee"" per se, but being a Board member. These issues may place hurdles in their relationship in the memory of Jenny coloring how he deals with Marcie as a girlfriend, and their similar socio-economic background - as opposed to Jenny who came from a working class background - placing certain expectations, at least on her part, in the relationship. In this relationship, Oliver may also get a better understanding of what has always been his stiff and strained relationship with his father, Oliver Barrett III, on the eve of his retirement from the family's textile business.",sequel towel male rear nudity locker room bare butt 1 more ,60
Who Is Killing the Great Chefs of Europe?,1978,PG,Comedy Crime Mystery ,,,,"Blessed with a delicate tongue and a biting wit, Max Vandervere, revered editor of Epicurus Magazine, has chosen the courses for the world's most fabulous meal and the four chefs who created them. Among them are the ravishing Natasha O'Brien, famed for her pastry, and Louis Kohner, whose baked pigeons are nonpareil. Murder suddenly darkens the gourmet world when Louis is found baked to death in London and suspicion falls on Natasha and her ex-husband Robby Ross, a fast-foods franchiser who is trying to convince the great chefs of Europe to lend their names to his chain of omelet shops. Max then sends Natasha to Venice to interview renowned lobster chef Fausto Zoppi for a fish course, but he, too, is found dead, drowned in his lobster tank. Clearly, the murders are connected to Max's ultimate menu.",fat man morbid obesity reference to wallis simpson vegetarian restaurant gluttony 58 more ,60
The Chant of Jimmie Blacksmith,1978,,Biography Crime Drama History ,"1,280,000 (estimated)",Non,Non,"The true story of a part aboriginal man who finds the pressure of adapting to white culture intolerable, and as a result snaps in a violent and horrific manner.",australian aborigine fugitive race relations interracial couple racism 125 more ,60
Rosie Dixon - Night Nurse,1978,,Comedy ,,,,"Young Rosie Dixon starts her nurse training at St Adelaide's Hospital, but the student doctors and randy male patients just can't keep their hands off her.",british sex comedy sex comedy student nurse hospital 21 more ,60
Brass Target,1978,PG,Action Drama Mystery Thriller War ,Non,"5,011,158","5,011,158",General Patton tries to transfer the German gold stock to Frankfurt. But someone foils his plan. The military police begin to find the guilty.,germany murdered woman in background woman shot dead dead woman gold 9 more ,60
1922,1978,,Biography Drama History ,,,,Inspired by Greek novelist ,based on novel teacher muslim troops greek 47 more ,120
Les liens de sang,1978,R,Crime Drama Mystery Thriller ,"1,450,000 (estimated)",Non,Non,"Montreal: Late at night the teenage Patricia flees into a police department, covered all over with blood. She states together with her cousin she took shelter from rain in an entry way on their way home from a party, when an unknown man threatened them, forced her cousin to perform oral sex and then killed her. Patricia could barely escape. The police starts searching among the known sex criminals - but then Patricia changes her statement and states her brother Andrew, who had an affair with his cousin, was the murderer. Inspector Carella doesn't quite believe both the statements.",murder of a teenage girl sex brutal murder homicide detective murder 53 more ,60
Pilgrim's Progress,1978,Not Rated,Adventure ,,,,Journey with Pilgrim as John Bunyan's famous allegory leaps from its pages to a movie.,travel journey pilgrim christian christianity 2 more ,60
Bloodbrothers,1978,R,Drama ,Non,"4,844","4,844","Louis De Coco, nicknamed Chubby because of his physical build, and Tommy De Coco are middle aged brothers who live by the unofficial code of the immigrant - in their case, Italian - working class in the Bronx, which includes male bonding through machismo, and the wife's place being in the home, getting married to a good girl only after sowing one's wild oats with fun girls. They both work in the construction industry, and are devoted to each other and their collective families in doing what they see best for this collective. Although some of the manifestations are ""above the surface"", there are many problems within their families bubbling underneath the surface. Tommy and his wife Maria's youngest son, adolescent Albert, has stopped eating, with Tommy and Maria and the family not understanding or taking ownership of his anorexia, anxiety within their family collective the cause. Their oldest son Tommy Jr., nicknamed Stony, has recently graduated from high school and thus has to figure out what to do with his life. His father and uncle's mentality has been inbred into him, and as such he has been dating a loose girl named Cheri since he is not yet at the stage of settling down. However, Stony doesn't want to be an electrician like his father which is what is expected of him, but wants to work with kids in some aspect. A sympathetic doctor offers him a job working at the hospital as a children's recreational assistant in part so that he can test the waters. Stony not following in his father's footsteps does not sit well with Tommy, especially as he sees working with kids a woman's job. Stony has to figure out how to reconcile the fact that he still loves his parents yet does not want to end up like them, which is what will happen if he follows Tommy's predestined life for him. Stony may get a better picture of what to do through the support of his new girlfriend Annette, who has gone through growing up experiences of her own to get a good picture of who she truly is as a person.",male wears underwear wheelchair spanking marital argument chain fight 72 more ,60
